chapter,dialogue,speaker,receiver
2.3,"“But they won’t let us leave,”",Lucy Ferrier,John Ferrier
2.3,"“Wait till Jefferson comes, and we’ll soon manage that. In the meantime, don’t you fret yourself, my dearie, and don’t get your eyes swelled up, else he’ll be walking into me when he sees you. There’s nothing to be afeared about, and there’s no danger at all.”",John Ferrier,Lucy Ferrier
2.4,"“Maybe you don’t know us,”",Joseph Stangerson,John Ferrier
2.4,"“This here is the son of Elder Drebber, and I’m Joseph Stangerson, who travelled with you in the desert when the Lord stretched out His hand and gathered you into the true fold.”",Joseph Stangerson,John Ferrier
2.4,"“As He will all the nations in His own good time,”",Enoch Drebber,John Ferrier
2.4,“He grindeth slowly but exceeding small.”,Enoch Drebber,John Ferrier
2.4,"“We have come,”",Joseph Stangerson,John Ferrier
2.4,"“at the advice of our fathers to solicit the hand of your daughter for whichever of us may seem good to you and to her. As I have but four wives and Brother Drebber here has seven, it appears to me that my claim is the stronger one.”",Joseph Stangerson,John Ferrier
2.4,"“Nay, nay, Brother Stangerson,”",Enoch Drebber,Joseph Stangerson
2.4,"“the question is not how many wives we have, but how many we can keep. My father has now given over his mills to me, and I am the richer man.”",Enoch Drebber,Joseph Stangerson
2.4,"“But my prospects are better,”",Joseph Stangerson,Enoch Drebber
2.4,"“When the Lord removes my father, I shall have his tanning yard and his leather factory. Then I am your elder, and am higher in the Church.”",Joseph Stangerson,Enoch Drebber
2.4,"“It will be for the maiden to decide,”",Enoch Drebber,Joseph Stangerson
2.4,“We will leave it all to her decision.”,Enoch Drebber,Joseph Stangerson
2.4,"“Look here,”",John Ferrier,Enoch Drebber
2.4,"“when my daughter summons you, you can come, but until then I don’t want to see your faces again.”",John Ferrier,Enoch Drebber
2.4,"“Look here,”",John Ferrier,Joseph Stangerson
2.4,"“when my daughter summons you, you can come, but until then I don’t want to see your faces again.”",John Ferrier,Joseph Stangerson
2.4,"“There are two ways out of the room,”",John Ferrier,Joseph Stangerson
2.4,"“there is the door, and there is the window. Which do you care to use?”",John Ferrier,Joseph Stangerson
2.4,"“Let me know when you have settled which it is to be,”",John Ferrier,Joseph Stangerson
2.4,"“There are two ways out of the room,”",John Ferrier,Enoch Drebber
2.4,"“there is the door, and there is the window. Which do you care to use?”",John Ferrier,Enoch Drebber
2.4,"“Let me know when you have settled which it is to be,”",John Ferrier,Enoch Drebber
2.4,“You shall smart for this!”,Joseph Stangerson,John Ferrier
2.4,“You have defied the Prophet and the Council of Four. You shall rue it to the end of your days.”,Joseph Stangerson,John Ferrier
2.4,"“The hand of the Lord shall be heavy upon you,”",Enoch Drebber,John Ferrier
2.4,“He will arise and smite you!”,Enoch Drebber,John Ferrier
2.4,"“Then I’ll start the smiting,”",John Ferrier,Enoch Drebber
2.4,"“Then I’ll start the smiting,”",John Ferrier,Joseph Stangerson
2.4,“The young canting rascals!”,John Ferrier,Lucy Ferrier
2.4,"“I would sooner see you in your grave, my girl, than the wife of either of them.”",John Ferrier,Lucy Ferrier
2.4,"“And so should I, father,”",Lucy Ferrier,John Ferrier
2.4,“but Jefferson will soon be here.”,Lucy Ferrier,John Ferrier
2.4,"“Yes. It will not be long before he comes. The sooner the better, for we do not know what their next move may be.”",John Ferrier,Lucy Ferrier
2.4,“Good God!”,John Ferrier,Jefferson Hope
2.4,“How you scared me! Whatever made you come in like that.”,John Ferrier,Jefferson Hope
2.4,"“Give me food,”",Jefferson Hope,John Ferrier
2.4,“I have had no time for bite or sup for eight-and-forty hours.”,Jefferson Hope,John Ferrier
2.4,“Does Lucy bear up well?”,Jefferson Hope,John Ferrier
2.4,"“Yes. She does not know the danger,”",John Ferrier,Jefferson Hope
2.4,"“That is well. The house is watched on every side. That is why I crawled my way up to it. They may be darned sharp, but they’re not quite sharp enough to catch a Washoe hunter.”",Jefferson Hope,John Ferrier
2.4,"“You’re a man to be proud of,”",John Ferrier,Jefferson Hope
2.4,“There are not many who would come to share our danger and our troubles.”,John Ferrier,Jefferson Hope
2.4,"“You’ve hit it there, pard,”",Jefferson Hope,John Ferrier
2.4,"“I have a respect for you, but if you were alone in this business I’d think twice before I put my head into such a hornet’s nest. It’s Lucy that brings me here, and before harm comes on her I guess there will be one less o’ the Hope family in Utah.”",Jefferson Hope,John Ferrier
2.4,“What are we to do?”,John Ferrier,Jefferson Hope
2.4,"“To-morrow is your last day, and unless you act to-night you are lost. I have a mule and two horses waiting in the Eagle Ravine. How much money have you?”",Jefferson Hope,John Ferrier
2.4,"“Two thousand dollars in gold, and five in notes.”",John Ferrier,Jefferson Hope
2.4,“That will do. I have as much more to add to it. We must push for Carson City through the mountains. You had best wake Lucy. It is as well that the servants do not sleep in the house.”,Jefferson Hope,John Ferrier
2.4,"“We must make our start at once,”",Jefferson Hope,John Ferrier
2.4,"“The front and back entrances are watched, but with caution we may get away through the side window and across the fields. Once on the road we are only two miles from the Ravine where the horses are waiting. By daybreak we should be half-way through the mountains.”",Jefferson Hope,John Ferrier
2.4,"“We must make our start at once,”",Jefferson Hope,Lucy Ferrier
2.4,"“The front and back entrances are watched, but with caution we may get away through the side window and across the fields. Once on the road we are only two miles from the Ravine where the horses are waiting. By daybreak we should be half-way through the mountains.”",Jefferson Hope,Lucy Ferrier
2.4,"“What if we are stopped,”",John Ferrier,Jefferson Hope
2.4,"“If they are too many for us we shall take two or three of them with us,”",Jefferson Hope,John Ferrier
2.4,"“To-morrow at midnight,”",Shadowy Figure,Second Shadowy Figure
2.4,“When the Whip-poor-Will calls three times.”,Shadowy Figure,Second Shadowy Figure
2.4,"“It is well,”",Second Shadowy Figure,Shadowy Figure
2.4,“Shall I tell Brother Drebber?”,Second Shadowy Figure,Shadowy Figure
2.4,"“Pass it on to him, and from him to the others. Nine to seven!”",Shadowy Figure,Second Shadowy Figure
2.4,“Seven to five!”,Second Shadowy Figure,Shadowy Figure
2.4,“Hurry on! hurry on!”,Jefferson Hope,Lucy Ferrier
2.4,“We are through the line of sentinels. Everything depends on speed. Hurry on!”,Jefferson Hope,Lucy Ferrier
2.4,“Hurry on! hurry on!”,Jefferson Hope,John Ferrier
2.4,“We are through the line of sentinels. Everything depends on speed. Hurry on!”,Jefferson Hope,John Ferrier
2.4,“Who goes there?”,Solitary Sentinel,John Ferrier
2.4,“Who goes there?”,Solitary Sentinel,Jefferson Hope
2.4,"“Travellers for Nevada,”",Jefferson Hope,Solitary Sentinel
2.4,“By whose permission?”,Solitary Sentinel,John Ferrier
2.4,“By whose permission?”,Solitary Sentinel,Jefferson Hope
2.4,"“The Holy Four,”",John Ferrier,Solitary Sentinel
2.4,"“Nine from seven,”",Solitary Sentinel,Jefferson Hope
2.4,"“Nine from seven,”",Solitary Sentinel,John Ferrier
2.4,"“Seven from five,”",Jefferson Hope,Solitary Sentinel
2.4,"“Pass, and the Lord go with you,”",Solitary Sentinel,John Ferrier
2.4,"“Pass, and the Lord go with you,”",Solitary Sentinel,Jefferson Hope
2.5,"“They will be upon our track by this time,”",Jefferson Hope,Lucy Ferrier
2.5,“Everything depends upon our speed. Once safe in Carson we may rest for the remainder of our lives.”,Jefferson Hope,Lucy Ferrier
2.5,"“They will be upon our track by this time,”",Jefferson Hope,John Ferrier
2.5,“Everything depends upon our speed. Once safe in Carson we may rest for the remainder of our lives.”,Jefferson Hope,John Ferrier
2.5,"“I am Jefferson Hope,”",Jefferson Hope,Cowper
2.5,“You remember me.”,Jefferson Hope,Cowper
2.5,"“You are mad to come here,”",Cowper,Jefferson Hope
2.5,“It is as much as my own life is worth to be seen talking with you. There is a warrant against you from the Holy Four for assisting the Ferriers away.”,Cowper,Jefferson Hope
2.5,"“I don’t fear them, or their warrant,”",Jefferson Hope,Cowper
2.5,"“You must know something of this matter, Cowper. I conjure you by everything you hold dear to answer a few questions. We have always been friends. For God’s sake, don’t refuse to answer me.”",Jefferson Hope,Cowper
2.5,“What is it?”,Cowper,Jefferson Hope
2.5,“Be quick. The very rocks have ears and the trees eyes.”,Cowper,Jefferson Hope
2.5,“What has become of Lucy Ferrier?”,Jefferson Hope,Cowper
2.5,"“She was married yesterday to young Drebber. Hold up, man, hold up, you have no life left in you.”",Cowper,Jefferson Hope
2.5,"“Don’t mind me,”",Jefferson Hope,Cowper
2.5,"“Married, you say?”",Jefferson Hope,Cowper
2.5,"“Married yesterday—that’s what those flags are for on the Endowment House. There was some words between young Drebber and young Stangerson as to which was to have her. They’d both been in the party that followed them, and Stangerson had shot her father, which seemed to give him the best claim; but when they argued it out in council, Drebber’s party was the stronger, so the Prophet gave her over to him. No one won’t have her very long though, for I saw death in her face yesterday. She is more like a ghost than a woman. Are you off, then?”",Cowper,Jefferson Hope
2.5,"“Yes, I am off,”",Jefferson Hope,Cowper
2.5,“Where are you going?”,Cowper,Jefferson Hope
2.5,"“Never mind,”",Jefferson Hope,Cowper
2.5,"“She shall not be buried in that,”",Jefferson Hope,
2.6,"“I guess you’re going to take me to the police-station,”",Jefferson Hope,Sherlock Holmes
2.6,“My cab’s at the door. If you’ll loose my legs I’ll walk down to it. I’m not so light to lift as I used to be.”,Jefferson Hope,Sherlock Holmes
2.6,"“If there’s a vacant place for a chief of the police, I reckon you are the man for it,”",Jefferson Hope,Sherlock Holmes
2.6,“The way you kept on my trail was a caution.”,Jefferson Hope,Sherlock Holmes
2.6,"“You had better come with me,”",Sherlock Holmes,Gregson
2.6,"“You had better come with me,”",Sherlock Holmes,Lestrade
2.6,"“I can drive you,”",Lestrade,Sherlock Holmes
2.6,"“Good! and Gregson can come inside with me. You too, Doctor, you have taken an interest in the case and may as well stick to us.”",Sherlock Holmes,Lestrade
2.6,"“Good! and Gregson can come inside with me. You too, Doctor, you have taken an interest in the case and may as well stick to us.”",Sherlock Holmes,Gregson
2.6,"“Good! and Gregson can come inside with me. You too, Doctor, you have taken an interest in the case and may as well stick to us.”",Sherlock Holmes,John Watson
2.6,"“The prisoner will be put before the magistrates in the course of the week,”",Police Inspector,Sherlock Holmes
2.6,"“The prisoner will be put before the magistrates in the course of the week,”",Police Inspector,John Watson
2.6,"“The prisoner will be put before the magistrates in the course of the week,”",Police Inspector,Gregson
2.6,"“The prisoner will be put before the magistrates in the course of the week,”",Police Inspector,Lestrade
2.6,"“in the mean time, Mr. Jefferson Hope, have you anything that you wish to say? I must warn you that your words will be taken down, and may be used against you.”",Police Inspector,Jefferson Hope
2.6,"“I’ve got a good deal to say,”",Jefferson Hope,Police Inspector
2.6,“I want to tell you gentlemen all about it.”,Jefferson Hope,Police Inspector
2.6,"“I’ve got a good deal to say,”",Jefferson Hope,Lestrade
2.6,“I want to tell you gentlemen all about it.”,Jefferson Hope,Lestrade
2.6,"“I’ve got a good deal to say,”",Jefferson Hope,Gregson
2.6,“I want to tell you gentlemen all about it.”,Jefferson Hope,Gregson
2.6,"“I’ve got a good deal to say,”",Jefferson Hope,Sherlock Holmes
2.6,“I want to tell you gentlemen all about it.”,Jefferson Hope,Sherlock Holmes
2.6,"“I’ve got a good deal to say,”",Jefferson Hope,John Watson
2.6,“I want to tell you gentlemen all about it.”,Jefferson Hope,John Watson
2.6,“Hadn’t you better reserve that for your trial?”,Police Inspector,Jefferson Hope
2.6,"“I may never be tried,”",Jefferson Hope,Police Inspector
2.6,“You needn’t look startled. It isn’t suicide I am thinking of. Are you a Doctor?”,Jefferson Hope,Police Inspector
2.6,“You needn’t look startled. It isn’t suicide I am thinking of. Are you a Doctor?”,Jefferson Hope,John Watson
2.6,"“Yes; I am,”",John Watson,Jefferson Hope
2.6,"“Then put your hand here,”",Jefferson Hope,John Watson
2.6,"“Why,”",John Watson,Jefferson Hope
2.6,“you have an aortic aneurism!”,John Watson,Jefferson Hope
2.6,"“That’s what they call it,”",Jefferson Hope,John Watson
2.6,"“I went to a Doctor last week about it, and he told me that it is bound to burst before many days passed. It has been getting worse for years. I got it from over-exposure and under-feeding among the Salt Lake Mountains. I’ve done my work now, and I don’t care how soon I go, but I should like to leave some account of the business behind me. I don’t want to be remembered as a common cut-throat.”",Jefferson Hope,John Watson
2.6,"“Do you consider, Doctor, that there is immediate danger?”",Police Inspector,John Watson
2.6,"“Most certainly there is,”",John Watson,Police Inspector
2.6,"“In that case it is clearly our duty, in the interests of justice, to take his statement,”",Police Inspector,John Watson
2.6,"“In that case it is clearly our duty, in the interests of justice, to take his statement,”",Police Inspector,Sherlock Holmes
2.6,"“In that case it is clearly our duty, in the interests of justice, to take his statement,”",Police Inspector,Gregson
2.6,"“In that case it is clearly our duty, in the interests of justice, to take his statement,”",Police Inspector,Lestrade
2.6,"“You are at liberty, sir, to give your account, which I again warn you will be taken down.”",Police Inspector,Jefferson Hope
2.6,"“I’ll sit down, with your leave,”",Jefferson Hope,Police Inspector
2.6,"“This aneurism of mine makes me easily tired, and the tussle we had half an hour ago has not mended matters. I’m on the brink of the grave, and I am not likely to lie to you. Every word I say is the absolute truth, and how you use it is a matter of no consequence to me.”",Jefferson Hope,Police Inspector
2.6,"“It don’t much matter to you why I hated these men,”",Jefferson Hope,Sherlock Holmes
2.6,"“it’s enough that they were guilty of the death of two human beings—a father and a daughter—and that they had, therefore, forfeited their own lives. After the lapse of time that has passed since their crime, it was impossible for me to secure a conviction against them in any court. I knew of their guilt though, and I determined that I should be judge, jury, and executioner all rolled into one. You’d have done the same, if you have any manhood in you, if you had been in my place.

“That girl that I spoke of was to have married me twenty years ago. She was forced into marrying that same Drebber, and broke her heart over it. I took the marriage ring from her dead finger, and I vowed that his dying eyes should rest upon that very ring, and that his last thoughts should be of the crime for which he was punished. I have carried it about with me, and have followed him and his accomplice over two continents until I caught them. They thought to tire me out, but they could not do it. If I die to-morrow, as is likely enough, I die knowing that my work in this world is done, and well done. They have perished, and by my hand. There is nothing left for me to hope for, or to desire.

“They were rich and I was poor, so that it was no easy matter for me to follow them. When I got to London my pocket was about empty, and I found that I must turn my hand to something for my living. Driving and riding are as natural to me as walking, so I applied at a cabowner’s office, and soon got employment. I was to bring a certain sum a week to the owner, and whatever was over that I might keep for myself. There was seldom much over, but I managed to scrape along somehow. The hardest job was to learn my way about, for I reckon that of all the mazes that ever were contrived, this city is the most confusing. I had a map beside me though, and when once I had spotted the principal hotels and stations, I got on pretty well.

“It was some time before I found out where my two gentlemen were living; but I inquired and inquired until at last I dropped across them. They were at a boarding-house at Camberwell, over on the other side of the river. When once I found them out I knew that I had them at my mercy. I had grown my beard, and there was no chance of their recognizing me. I would dog them and follow them until I saw my opportunity. I was determined that they should not escape me again.

“They were very near doing it for all that. Go where they would about London, I was always at their heels. Sometimes I followed them on my cab, and sometimes on foot, but the former was the best, for then they could not get away from me. It was only early in the morning or late at night that I could earn anything, so that I began to get behind hand with my employer. I did not mind that, however, as long as I could lay my hand upon the men I wanted.

“They were very cunning, though. They must have thought that there was some chance of their being followed, for they would never go out alone, and never after nightfall. During two weeks I drove behind them every day, and never once saw them separate. Drebber himself was drunk half the time, but Stangerson was not to be caught napping. I watched them late and early, but never saw the ghost of a chance; but I was not discouraged, for something told me that the hour had almost come. My only fear was that this thing in my chest might burst a little too soon and leave my work undone.

“At last, one evening I was driving up and down Torquay Terrace, as the street was called in which they boarded, when I saw a cab drive up to their door. Presently some luggage was brought out, and after a time Drebber and Stangerson followed it, and drove off. I whipped up my horse and kept within sight of them, feeling very ill at ease, for I feared that they were going to shift their quarters. At Euston Station they got out, and I left a boy to hold my horse, and followed them on to the platform. I heard them ask for the Liverpool train, and the guard answer that one had just gone and there would not be another for some hours. Stangerson seemed to be put out at that, but Drebber was rather pleased than otherwise. I got so close to them in the bustle that I could hear every word that passed between them. Drebber said that he had a little business of his own to do, and that if the other would wait for him he would soon rejoin him. His companion remonstrated with him, and reminded him that they had resolved to stick together. Drebber answered that the matter was a delicate one, and that he must go alone. I could not catch what Stangerson said to that, but the other burst out swearing, and reminded him that he was nothing more than his paid servant, and that he must not presume to dictate to him. On that the Secretary gave it up as a bad job, and simply bargained with him that if he missed the last train he should rejoin him at Halliday’s Private Hotel; to which Drebber answered that he would be back on the platform before eleven, and made his way out of the station.

“The moment for which I had waited so long had at last come. I had my enemies within my power. Together they could protect each other, but singly they were at my mercy. I did not act, however, with undue precipitation. My plans were already formed. There is no satisfaction in vengeance unless the offender has time to realize who it is that strikes him, and why retribution has come upon him. I had my plans arranged by which I should have the opportunity of making the man who had wronged me understand that his old sin had found him out. It chanced that some days before a gentleman who had been engaged in looking over some houses in the Brixton Road had dropped the key of one of them in my carriage. It was claimed that same evening, and returned; but in the interval I had taken a moulding of it, and had a duplicate constructed. By means of this I had access to at least one spot in this great city where I could rely upon being free from interruption. How to get Drebber to that house was the difficult problem which I had now to solve.

“He walked down the road and went into one or two liquor shops, staying for nearly half-an-hour in the last of them. When he came out he staggered in his walk, and was evidently pretty well on. There was a hansom just in front of me, and he hailed it. I followed it so close that the nose of my horse was within a yard of his driver the whole way. We rattled across Waterloo Bridge and through miles of streets, until, to my astonishment, we found ourselves back in the Terrace in which he had boarded. I could not imagine what his intention was in returning there; but I went on and pulled up my cab a hundred yards or so from the house. He entered it, and his hansom drove away. Give me a glass of water, if you please. My mouth gets dry with the talking.”",Jefferson Hope,Sherlock Holmes
2.6,"“It don’t much matter to you why I hated these men,”",Jefferson Hope,John Watson
2.6,"“it’s enough that they were guilty of the death of two human beings—a father and a daughter—and that they had, therefore, forfeited their own lives. After the lapse of time that has passed since their crime, it was impossible for me to secure a conviction against them in any court. I knew of their guilt though, and I determined that I should be judge, jury, and executioner all rolled into one. You’d have done the same, if you have any manhood in you, if you had been in my place.

“That girl that I spoke of was to have married me twenty years ago. She was forced into marrying that same Drebber, and broke her heart over it. I took the marriage ring from her dead finger, and I vowed that his dying eyes should rest upon that very ring, and that his last thoughts should be of the crime for which he was punished. I have carried it about with me, and have followed him and his accomplice over two continents until I caught them. They thought to tire me out, but they could not do it. If I die to-morrow, as is likely enough, I die knowing that my work in this world is done, and well done. They have perished, and by my hand. There is nothing left for me to hope for, or to desire.

“They were rich and I was poor, so that it was no easy matter for me to follow them. When I got to London my pocket was about empty, and I found that I must turn my hand to something for my living. Driving and riding are as natural to me as walking, so I applied at a cabowner’s office, and soon got employment. I was to bring a certain sum a week to the owner, and whatever was over that I might keep for myself. There was seldom much over, but I managed to scrape along somehow. The hardest job was to learn my way about, for I reckon that of all the mazes that ever were contrived, this city is the most confusing. I had a map beside me though, and when once I had spotted the principal hotels and stations, I got on pretty well.

“It was some time before I found out where my two gentlemen were living; but I inquired and inquired until at last I dropped across them. They were at a boarding-house at Camberwell, over on the other side of the river. When once I found them out I knew that I had them at my mercy. I had grown my beard, and there was no chance of their recognizing me. I would dog them and follow them until I saw my opportunity. I was determined that they should not escape me again.

“They were very near doing it for all that. Go where they would about London, I was always at their heels. Sometimes I followed them on my cab, and sometimes on foot, but the former was the best, for then they could not get away from me. It was only early in the morning or late at night that I could earn anything, so that I began to get behind hand with my employer. I did not mind that, however, as long as I could lay my hand upon the men I wanted.

“They were very cunning, though. They must have thought that there was some chance of their being followed, for they would never go out alone, and never after nightfall. During two weeks I drove behind them every day, and never once saw them separate. Drebber himself was drunk half the time, but Stangerson was not to be caught napping. I watched them late and early, but never saw the ghost of a chance; but I was not discouraged, for something told me that the hour had almost come. My only fear was that this thing in my chest might burst a little too soon and leave my work undone.

“At last, one evening I was driving up and down Torquay Terrace, as the street was called in which they boarded, when I saw a cab drive up to their door. Presently some luggage was brought out, and after a time Drebber and Stangerson followed it, and drove off. I whipped up my horse and kept within sight of them, feeling very ill at ease, for I feared that they were going to shift their quarters. At Euston Station they got out, and I left a boy to hold my horse, and followed them on to the platform. I heard them ask for the Liverpool train, and the guard answer that one had just gone and there would not be another for some hours. Stangerson seemed to be put out at that, but Drebber was rather pleased than otherwise. I got so close to them in the bustle that I could hear every word that passed between them. Drebber said that he had a little business of his own to do, and that if the other would wait for him he would soon rejoin him. His companion remonstrated with him, and reminded him that they had resolved to stick together. Drebber answered that the matter was a delicate one, and that he must go alone. I could not catch what Stangerson said to that, but the other burst out swearing, and reminded him that he was nothing more than his paid servant, and that he must not presume to dictate to him. On that the Secretary gave it up as a bad job, and simply bargained with him that if he missed the last train he should rejoin him at Halliday’s Private Hotel; to which Drebber answered that he would be back on the platform before eleven, and made his way out of the station.

“The moment for which I had waited so long had at last come. I had my enemies within my power. Together they could protect each other, but singly they were at my mercy. I did not act, however, with undue precipitation. My plans were already formed. There is no satisfaction in vengeance unless the offender has time to realize who it is that strikes him, and why retribution has come upon him. I had my plans arranged by which I should have the opportunity of making the man who had wronged me understand that his old sin had found him out. It chanced that some days before a gentleman who had been engaged in looking over some houses in the Brixton Road had dropped the key of one of them in my carriage. It was claimed that same evening, and returned; but in the interval I had taken a moulding of it, and had a duplicate constructed. By means of this I had access to at least one spot in this great city where I could rely upon being free from interruption. How to get Drebber to that house was the difficult problem which I had now to solve.

“He walked down the road and went into one or two liquor shops, staying for nearly half-an-hour in the last of them. When he came out he staggered in his walk, and was evidently pretty well on. There was a hansom just in front of me, and he hailed it. I followed it so close that the nose of my horse was within a yard of his driver the whole way. We rattled across Waterloo Bridge and through miles of streets, until, to my astonishment, we found ourselves back in the Terrace in which he had boarded. I could not imagine what his intention was in returning there; but I went on and pulled up my cab a hundred yards or so from the house. He entered it, and his hansom drove away. Give me a glass of water, if you please. My mouth gets dry with the talking.”",Jefferson Hope,John Watson
2.6,"“It don’t much matter to you why I hated these men,”",Jefferson Hope,Police Inspector
2.6,"“it’s enough that they were guilty of the death of two human beings—a father and a daughter—and that they had, therefore, forfeited their own lives. After the lapse of time that has passed since their crime, it was impossible for me to secure a conviction against them in any court. I knew of their guilt though, and I determined that I should be judge, jury, and executioner all rolled into one. You’d have done the same, if you have any manhood in you, if you had been in my place.

“That girl that I spoke of was to have married me twenty years ago. She was forced into marrying that same Drebber, and broke her heart over it. I took the marriage ring from her dead finger, and I vowed that his dying eyes should rest upon that very ring, and that his last thoughts should be of the crime for which he was punished. I have carried it about with me, and have followed him and his accomplice over two continents until I caught them. They thought to tire me out, but they could not do it. If I die to-morrow, as is likely enough, I die knowing that my work in this world is done, and well done. They have perished, and by my hand. There is nothing left for me to hope for, or to desire.

“They were rich and I was poor, so that it was no easy matter for me to follow them. When I got to London my pocket was about empty, and I found that I must turn my hand to something for my living. Driving and riding are as natural to me as walking, so I applied at a cabowner’s office, and soon got employment. I was to bring a certain sum a week to the owner, and whatever was over that I might keep for myself. There was seldom much over, but I managed to scrape along somehow. The hardest job was to learn my way about, for I reckon that of all the mazes that ever were contrived, this city is the most confusing. I had a map beside me though, and when once I had spotted the principal hotels and stations, I got on pretty well.

“It was some time before I found out where my two gentlemen were living; but I inquired and inquired until at last I dropped across them. They were at a boarding-house at Camberwell, over on the other side of the river. When once I found them out I knew that I had them at my mercy. I had grown my beard, and there was no chance of their recognizing me. I would dog them and follow them until I saw my opportunity. I was determined that they should not escape me again.

“They were very near doing it for all that. Go where they would about London, I was always at their heels. Sometimes I followed them on my cab, and sometimes on foot, but the former was the best, for then they could not get away from me. It was only early in the morning or late at night that I could earn anything, so that I began to get behind hand with my employer. I did not mind that, however, as long as I could lay my hand upon the men I wanted.

“They were very cunning, though. They must have thought that there was some chance of their being followed, for they would never go out alone, and never after nightfall. During two weeks I drove behind them every day, and never once saw them separate. Drebber himself was drunk half the time, but Stangerson was not to be caught napping. I watched them late and early, but never saw the ghost of a chance; but I was not discouraged, for something told me that the hour had almost come. My only fear was that this thing in my chest might burst a little too soon and leave my work undone.

“At last, one evening I was driving up and down Torquay Terrace, as the street was called in which they boarded, when I saw a cab drive up to their door. Presently some luggage was brought out, and after a time Drebber and Stangerson followed it, and drove off. I whipped up my horse and kept within sight of them, feeling very ill at ease, for I feared that they were going to shift their quarters. At Euston Station they got out, and I left a boy to hold my horse, and followed them on to the platform. I heard them ask for the Liverpool train, and the guard answer that one had just gone and there would not be another for some hours. Stangerson seemed to be put out at that, but Drebber was rather pleased than otherwise. I got so close to them in the bustle that I could hear every word that passed between them. Drebber said that he had a little business of his own to do, and that if the other would wait for him he would soon rejoin him. His companion remonstrated with him, and reminded him that they had resolved to stick together. Drebber answered that the matter was a delicate one, and that he must go alone. I could not catch what Stangerson said to that, but the other burst out swearing, and reminded him that he was nothing more than his paid servant, and that he must not presume to dictate to him. On that the Secretary gave it up as a bad job, and simply bargained with him that if he missed the last train he should rejoin him at Halliday’s Private Hotel; to which Drebber answered that he would be back on the platform before eleven, and made his way out of the station.

“The moment for which I had waited so long had at last come. I had my enemies within my power. Together they could protect each other, but singly they were at my mercy. I did not act, however, with undue precipitation. My plans were already formed. There is no satisfaction in vengeance unless the offender has time to realize who it is that strikes him, and why retribution has come upon him. I had my plans arranged by which I should have the opportunity of making the man who had wronged me understand that his old sin had found him out. It chanced that some days before a gentleman who had been engaged in looking over some houses in the Brixton Road had dropped the key of one of them in my carriage. It was claimed that same evening, and returned; but in the interval I had taken a moulding of it, and had a duplicate constructed. By means of this I had access to at least one spot in this great city where I could rely upon being free from interruption. How to get Drebber to that house was the difficult problem which I had now to solve.

“He walked down the road and went into one or two liquor shops, staying for nearly half-an-hour in the last of them. When he came out he staggered in his walk, and was evidently pretty well on. There was a hansom just in front of me, and he hailed it. I followed it so close that the nose of my horse was within a yard of his driver the whole way. We rattled across Waterloo Bridge and through miles of streets, until, to my astonishment, we found ourselves back in the Terrace in which he had boarded. I could not imagine what his intention was in returning there; but I went on and pulled up my cab a hundred yards or so from the house. He entered it, and his hansom drove away. Give me a glass of water, if you please. My mouth gets dry with the talking.”",Jefferson Hope,Police Inspector
2.6,"“It don’t much matter to you why I hated these men,”",Jefferson Hope,Gregson
